Page,Trend,Seasonality,Serial Correlation (RAW),Serial Correlation (TSA),Skewness (RAW),Skewness (TSA),Kurtosis (RAW),Kurtosis (TSA),Self-Similarity,Chaos,Non-Linearity (TSA),Non-Linearity (RAW)
4LSJV,0.09394261082258604,0.15601268060161189,51.98684589374501,28.042565366192424,0.7109863021525744,0.0009218327727413529,1.6728128475304214,0.18153153050912876,0.6320120050582967,0.002172279957125716,4.521853523427778,7.887652469385253
9RK1E,0.04601610109789589,0.6487884505033676,215.35626342224904,161.92048612112842,0.375328905184815,-0.2178373132384592,-0.5627975655652544,-0.4841208918277462,0.9870115431764436,-0.004819266957629272,28.48031125975804,40.724008505238345
4EB4G,0.08286755803441659,0.007046576275199556,6.790219647207222,8.488841305433175,0.5047851947861681,-0.07370814101759833,0.954976991054481,0.21008980957448387,0.6729835825865009,-0.0018933808883151398,1.0788972125853276,-0.10858729998455444
HI7KU,0.04483736203936151,0.27673759705810497,128.27310010175353,101.3122794007297,0.4436964968193101,-0.14866522478671562,-0.28036601008075834,-0.5310914466891603,0.8356050364350063,0.0008455815196823013,16.305578501468798,18.98366862832732
GB963,0.06657072464784919,0.5327899525838993,127.40737517802069,95.09982383478773,2.071056228599191,0.9334823137945029,10.377226385237893,2.5989949624168203,0.6106996072310907,-0.002780697203629832,10.344682141816431,18.15720243967361
08AU7,0.07890371361271831,0.012637448204851798,8.834589039412151,7.8514814449259696,0.012543322127309228,0.031848966653603865,-0.038670499617119436,-0.12570523059537742,0.6328118151027367,0.001061737548498074,-0.012244677695013572,1.2624884366816365
4VGM4,0.08781719406173594,0.10483665882631377,33.24703407005743,23.332661237545675,-0.12876287450110688,-0.10213770960076236,0.15118043188622288,-0.006335205637852059,0.6861790742923113,0.002198541763843501,3.0510116656998254,3.4803678963971536
MLKE1,0.0765010368477328,0.09177182471727008,100.97556435381149,95.238537043719,0.16239561271020328,0.047199139688758864,-0.038037104183830106,-0.20963862370508848,0.7068808418112265,-0.003193671683525465,12.972046600164914,12.970612423964546
NEQKB,0.13492090460956985,0.020967723953428385,10.732224977965538,10.330408727359293,0.5314388052086645,-0.1021745918641067,0.20797663567609392,0.1872753971662804,0.5757144847328631,7.112782735083465e-05,0.8411400375246895,3.047351191808482
6262K,0.1192079668972007,0.041206545053229286,2.4357934567066737,3.5644783203376416,0.13348937737571093,-0.10436500905567683,-0.3706221328244732,0.2324033390688145,0.5447773367436733,0.00027860514478284237,0.5868098753211121,0.389036693926911
YE3X1,0.05399129218724108,0.2408386399258824,113.58205003583835,90.23690649811472,0.35179054157024386,-0.18477631337196887,0.1742208733245274,0.31922533600512404,0.7799590024350841,-0.0036987066268919814,11.426275767834262,16.206946839168026
MFU28,0.14012097565436088,0.033691082561812635,20.636172475429827,24.583154808677925,0.2713953159649208,0.04907059399099977,0.26688181975659564,0.5618270855147838,0.570935973285945,-0.003395139605407773,5.7297496282105485,4.5142319890310665
HYM6X,0.03342417559368493,0.07700300627281975,124.25866137406878,126.64962546665942,0.2404444143171285,0.00013553053522909043,0.2724407466045151,-0.2544294729306169,0.8668734213516953,-0.000942220558991116,19.30484534051245,19.748371057839872
9PICR,0.08021711926192665,0.2643160566279893,41.958485054304205,12.085263950201275,0.4312893356054716,0.09480469850446746,0.5888445204982267,0.05958201099218075,0.6524803126798729,-0.006754594976593854,1.3984387498510775,4.572612377650163
20NUK,0.05529105459462635,0.4875715490318481,191.53730908048726,159.11073538975066,1.1716911853939544,0.5418454178278719,2.08991371710928,0.2965777627543007,0.9007267059090741,0.000576993826475715,23.36092563640473,22.72531971870524
